Course Short Name,Start Month,Course Flight Hours,E2E Course Days,Course Count
5 Com Mul,7.0,29.5,61,4
5 Com Mul,7.0,20.0,36,3
5 Com Mul,5.0,20.2,52,6
5 Com Mul,8.0,20.8,41,5
5 Com Mul,9.0,22.2,45,6
5 Com Mul,9.0,21.8,45,6
5 Com Mul,11.0,18.0,30,6
5 Com Mul,9.0,14.4,22,6
5 Com Mul,8.0,29.1,80,4
5 Com Mul,7.0,22.6,92,6
5 Com Mul,4.0,9.9,57,1
5 Com Mul,4.0,11.7,36,1
5 Com Mul,4.0,13.0,55,1
5 Com Mul,4.0,16.0,44,1
6 CFI,12.0,13.6,66,7
6 CFI,10.0,5.2,87,6
6 CFI,1.0,14.4,164,7
6 CFI,12.0,13.4,66,6
6 CFI,1.0,19.3,161,7
6 CFI,12.0,27.8,288,4
6 CFI,1.0,16.7,185,7
6 CFI,12.0,9.2,48,7
6 CFI,8.0,34.5,318,6
6 CFI,2.0,22.6,176,7
6 CFI,1.0,14.6,51,6
6 CFI,3.0,21.7,274,6
6 CFI,2.0,17.2,162,7
6 CFI,6.0,23.0,91,6
6 CFI,1.0,15.0,141,7
6 CFI,10.0,51.3,275,5
6 CFI,1.0,26.5,188,7
6 CFI,6.0,15.9,60,5
6 CFI,2.0,22.4,131,6
6 CFI,10.0,22.4,82,6
6 CFI,8.0,18.3,142,6
6 CFI,10.0,6.7,59,6
6 CFI,3.0,33.3,311,6
6 CFI,12.0,8.8,60,6
6 CFI,7.0,18.9,87,6
6 CFI,3.0,16.9,228,6
6 CFI,12.0,9.0,57,6
6 CFI,5.0,35.9,123,6
6 CFI,11.0,37.2,198,6
6 CFI,12.0,22.9,157,6
6 CFI,3.0,21.3,247,6
6 CFI,8.0,32.0,201,6
6 CFI,2.0,17.0,185,6
6 CFI,8.0,12.8,70,6
6 CFI,2.0,17.5,142,7
6 CFI,11.0,29.7,175,6
6 CFI,9.0,,138,3
6 CFI,2.0,25.6,206,6
6 CFI,2.0,19.1,133,7
6 CFI,3.0,16.6,202,6
6 CFI,11.0,39.9,290,5
6 CFI,2.0,26.3,154,6
6 CFI,5.0,22.6,136,5
6 CFI,1.0,16.1,140,6
6 CFI,12.0,13.6,83,7
6 CFI,8.0,21.7,76,6
6 CFI,12.0,17.5,136,6
6 CFI,12.0,22.5,260,5
6 CFI,1.0,42.8,191,6
6 CFI,12.0,18.6,135,6
6 CFI,4.0,29.5,119,5
6 CFI,7.0,20.2,78,6
6 CFI,12.0,22.5,124,6
6 CFI,12.0,24.6,163,6
6 CFI,12.0,20.9,106,6
6 CFI,2.0,23.9,161,5
6 CFI,8.0,17.6,48,6
6 CFI,5.0,27.7,122,6
6 CFI,1.0,22.8,160,6
6 CFI,3.0,18.3,162,6
6 CFI,3.0,24.6,90,6
6 CFI,11.0,26.8,111,6
6 CFI,4.0,35.5,133,5
6 CFI,8.0,36.6,71,6
6 CFI,12.0,21.7,91,6
6 CFI,3.0,36.8,200,4
6 CFI,2.0,22.5,232,4
6 CFI,3.0,43.5,148,6
6 CFI,1.0,35.8,209,5
6 CFI,6.0,23.1,117,5
6 CFI,4.0,47.1,197,4
6 CFI,4.0,46.0,124,6
6 CFI,1.0,30.2,107,6
6 CFI,2.0,31.6,106,6
6 CFI,8.0,17.8,64,6
6 CFI,7.0,18.3,66,6
6 CFI,6.0,30.4,147,5
6 CFI,12.0,27.5,118,6
6 CFI,12.0,26.4,86,6
6 CFI,12.0,17.4,85,6
6 CFI,5.0,31.4,166,4
6 CFI,1.0,16.8,132,6
6 CFI,11.0,18.2,78,6
6 CFI,1.0,36.3,196,6
6 CFI,11.0,19.1,110,6
6 CFI,6.0,20.3,96,5
6 CFI,5.0,29.3,143,4
6 CFI,4.0,33.7,149,6
6 CFI,12.0,41.3,197,6
6 CFI,10.0,19.2,60,6
6 CFI,4.0,28.8,134,6
6 CFI,1.0,36.6,169,6
6 CFI,6.0,31.9,114,5
6 CFI,6.0,27.7,84,5
6 CFI,7.0,44.6,119,4
6 CFI,7.0,19.5,106,4
6 CFI,5.0,32.3,128,6
6 CFI,5.0,17.0,114,4
6 CFI,2.0,17.2,144,3
6 CFI,2.0,26.0,144,4
6 CFI,1.0,16.1,136,4
6 CFI,4.0,33.3,121,6
6 CFI,6.0,27.6,129,4
6 CFI,5.0,42.3,115,5
6 CFI,12.0,13.4,70,6
6 CFI,10.0,17.9,57,6
6 CFI,1.0,24.8,63,6
6 CFI,6.0,25.1,107,4
6 CFI,7.0,22.9,113,4
6 CFI,5.0,48.1,144,5
6 CFI,4.0,41.7,108,6
6 CFI,4.0,55.1,137,6
6 CFI,3.0,40.5,128,6
6 CFI,3.0,16.8,148,4
6 CFI,8.0,27.1,73,4
6 CFI,5.0,41.5,94,6
6 CFI,1.0,35.9,99,6
6 CFI,5.0,43.5,113,5
6 CFI,4.0,39.2,113,5
6 CFI,1.0,21.5,136,5
6 CFI,5.0,28.3,115,6
6 CFI,6.0,26.5,99,6
6 CFI,3.0,43.1,232,2
6 CFI,12.0,28.7,107,6
6 CFI,6.0,23.4,91,5
6 CFI,6.0,35.7,153,4
6 CFI,5.0,19.5,93,3
6 CFI,4.0,26.2,121,6
6 CFI,10.0,12.3,4,1
6 CFI,8.0,24.0,71,4
6 CFI,7.0,21.8,67,6
6 CFI,7.0,17.6,81,5
6 CFI,10.0,60.5,282,1
8 CFII,10.0,17.6,145,7
8 CFII,10.0,6.0,30,5
8 CFII,2.0,8.6,107,6
8 CFII,8.0,10.3,56,7
8 CFII,3.0,8.6,98,6
8 CFII,7.0,8.1,43,7
8 CFII,2.0,5.8,115,6
8 CFII,9.0,12.1,131,7
8 CFII,6.0,5.9,40,7
8 CFII,10.0,6.9,120,5
8 CFII,7.0,22.2,50,6
8 CFII,10.0,5.8,43,4
8 CFII,10.0,8.3,42,7
8 CFII,6.0,7.1,24,6
8 CFII,12.0,16.7,120,6
8 CFII,8.0,14.5,148,7
8 CFII,9.0,20.2,41,6
8 CFII,6.0,9.4,43,7
8 CFII,7.0,23.2,57,5
8 CFII,2.0,10.0,111,5
8 CFII,2.0,5.9,47,5
8 CFII,10.0,11.0,86,7
8 CFII,10.0,31.1,325,5
8 CFII,2.0,1.7,47,6
8 CFII,8.0,11.2,56,6
8 CFII,12.0,12.9,66,6
8 CFII,3.0,14.3,171,6
8 CFII,2.0,10.7,107,6
8 CFII,10.0,7.1,43,5
8 CFII,1.0,15.6,68,6
8 CFII,5.0,8.6,52,6
8 CFII,12.0,8.9,155,6
8 CFII,11.0,19.0,130,6
8 CFII,5.0,7.4,47,6
8 CFII,9.0,20.7,41,6
8 CFII,10.0,9.8,98,5
8 CFII,12.0,6.8,43,6
8 CFII,10.0,7.6,43,5
8 CFII,5.0,16.0,44,6
8 CFII,5.0,23.5,68,6
8 CFII,11.0,20.4,186,6
8 CFII,3.0,18.7,92,6
8 CFII,10.0,10.3,155,6
8 CFII,11.0,10.8,63,6
8 CFII,6.0,8.5,36,7
8 CFII,4.0,20.8,83,6
8 CFII,12.0,12.1,49,6
8 CFII,9.0,19.9,74,6
8 CFII,8.0,7.9,36,7
8 CFII,12.0,12.4,88,6
8 CFII,7.0,15.3,76,6
8 CFII,6.0,11.1,49,6
8 CFII,5.0,8.3,38,7
8 CFII,12.0,11.3,50,6
8 CFII,4.0,24.5,68,6
8 CFII,12.0,7.9,49,1
8 CFII,7.0,24.5,53,6
8 CFII,4.0,18.0,116,6
8 CFII,8.0,16.8,41,5
8 CFII,10.0,12.9,78,6
8 CFII,4.0,19.5,52,6
8 CFII,5.0,22.6,96,6
8 CFII,3.0,11.4,35,6
8 CFII,11.0,6.8,167,6
8 CFII,8.0,18.5,37,6
8 CFII,7.0,7.1,69,6
8 CFII,9.0,7.4,35,6
8 CFII,6.0,17.8,85,6
8 CFII,2.0,13.8,52,6
8 CFII,7.0,24.3,79,5
8 CFII,3.0,10.0,43,6
8 CFII,3.0,12.2,49,6
8 CFII,10.0,13.3,181,4
8 CFII,8.0,22.6,30,6
8 CFII,12.0,12.2,113,5
8 CFII,6.0,7.4,24,3
8 CFII,9.0,19.9,33,6
8 CFII,4.0,15.2,41,6
8 CFII,5.0,26.3,69,6
8 CFII,11.0,12.2,41,6
8 CFII,10.0,13.7,25,6
8 CFII,4.0,20.7,46,6
8 CFII,3.0,11.5,42,6
8 CFII,3.0,22.1,76,6
8 CFII,6.0,7.9,39,6
8 CFII,1.0,10.3,49,6
8 CFII,6.0,17.2,75,6
8 CFII,2.0,21.8,86,6
8 CFII,9.0,19.9,25,6
8 CFII,6.0,16.3,41,6
8 CFII,12.0,12.0,72,6
8 CFII,8.0,19.5,39,6
8 CFII,12.0,10.0,76,1
8 CFII,7.0,18.8,61,6
8 CFII,8.0,25.9,58,5
8 CFII,9.0,19.4,41,6
8 CFII,7.0,11.3,64,3
8 CFII,10.0,11.8,117,4
8 CFII,8.0,12.0,38,4
8 CFII,8.0,11.9,22,6
8 CFII,8.0,18.7,36,5
8 CFII,2.0,11.5,104,6
8 CFII,12.0,5.1,18,6
8 CFII,3.0,10.2,50,6
8 CFII,9.0,23.7,28,5
8 CFII,6.0,19.5,50,6
8 CFII,6.0,31.6,83,6
8 CFII,7.0,17.9,22,6
8 CFII,10.0,17.7,124,4
8 CFII,7.0,14.5,44,6
8 CFII,3.0,18.8,67,6
8 CFII,8.0,21.5,36,5
8 CFII,7.0,13.7,86,5
8 CFII,5.0,27.0,72,5
8 CFII,8.0,17.3,53,6
8 CFII,8.0,14.5,48,6
8 CFII,3.0,18.2,71,6
8 CFII,8.0,16.8,51,5
8 CFII,8.0,16.2,33,6
8 CFII,10.0,10.5,30,6
8 CFII,9.0,15.9,23,5
8 CFII,1.0,10.8,49,1
8 CFII,5.0,11.1,39,1
9 MEI,6.0,29.2,114,7
9 MEI,4.0,19.4,102,7
9 MEI,3.0,14.7,34,7
9 MEI,12.0,15.9,43,6
9 MEI,4.0,23.8,46,7
9 MEI,5.0,25.5,89,7
9 MEI,4.0,17.1,168,7
9 MEI,3.0,18.2,40,7
9 MEI,11.0,16.3,51,7
9 MEI,4.0,19.0,101,7
9 MEI,4.0,16.1,37,6
9 MEI,6.0,22.4,111,6
9 MEI,3.0,25.1,147,7
9 MEI,12.0,12.2,45,6
9 MEI,2.0,17.9,56,7
9 MEI,1.0,15.3,38,7
9 MEI,1.0,13.8,21,6
1 Intro,9.0,8.2,35,1
1 Intro,9.0,16.8,21,5
1 Intro,9.0,8.8,17,2
1 Intro,9.0,7.5,8,1
1 Intro,10.0,18.0,35,3
1 Intro,10.0,19.6,24,1
1 Intro,10.0,13.0,32,4
1 Intro,11.0,18.4,81,1
1 Intro,11.0,11.0,34,5
1 Intro,1.0,13.4,45,4
1 Intro,1.0,9.0,19,1
1 Intro,1.0,8.1,12,5
1 Intro,1.0,11.9,19,5
1 Intro,1.0,15.9,32,1
1 Intro,2.0,7.3,18,6
1 Intro,2.0,6.6,22,1
1 Intro,2.0,8.6,23,3
1 Intro,2.0,8.4,14,5
1 Intro,2.0,13.1,26,6
1 Intro,2.0,6.3,45,6
1 Intro,2.0,13.6,42,1
1 Intro,2.0,11.3,23,1
1 Intro,3.0,9.7,0,6
1 Intro,3.0,12.5,22,6
1 Intro,3.0,8.1,16,1
1 Intro,3.0,11.1,28,3
1 Intro,3.0,6.3,24,1
1 Intro,3.0,11.0,18,1
1 Intro,3.0,5.2,18,5
1 Intro,3.0,6.0,21,6
1 Intro,3.0,5.4,18,5
1 Intro,3.0,14.3,29,6
1 Intro,4.0,6.5,16,2
1 Intro,4.0,5.6,8,6
1 Intro,4.0,10.4,25,3
1 Intro,4.0,10.9,47,1
1 Intro,5.0,9.8,18,6
1 Intro,5.0,7.6,14,7
1 Intro,5.0,10.2,16,1
1 Intro,6.0,8.1,24,1
1 Intro,6.0,9.9,18,3
1 Intro,5.0,12.7,31,6
1 Intro,7.0,7.3,15,6
1 Intro,7.0,13.5,17,2
1 Intro,7.0,8.9,11,6
1 Intro,7.0,7.1,8,6
1 Intro,7.0,6.7,8,6
1 Intro,8.0,12.0,18,6
1 Intro,8.0,8.1,13,6
1 Intro,8.0,51.1,50,3
1 Intro,8.0,12.0,15,4
1 Intro,8.0,8.3,10,5
1 Intro,8.0,16.7,24,5
1 Intro,8.0,21.0,63,3
1 Intro,8.0,15.8,29,2
1 Intro,8.0,15.4,23,3
1 Intro,8.0,20.3,63,1
1 Intro,9.0,17.4,33,6
1 Intro,9.0,20.8,24,6
1 Intro,9.0,17.2,22,6
1 Intro,9.0,22.0,36,1
1 Intro,9.0,11.0,18,6
1 Intro,9.0,17.0,28,2
1 Intro,9.0,9.6,19,6
1 Intro,9.0,15.4,24,3
1 Intro,9.0,10.1,23,1
1 Intro,9.0,25.1,37,6
1 Intro,10.0,11.7,30,3
1 Intro,10.0,10.5,25,6
1 Intro,10.0,7.5,12,6
1 Intro,10.0,27.7,39,1
1 Intro,10.0,9.0,20,6
1 Intro,10.0,15.5,27,6
1 Intro,10.0,19.9,40,3
1 Intro,10.0,14.2,32,6
1 Intro,11.0,12.0,37,3
1 Intro,11.0,22.3,40,6
1 Intro,11.0,25.6,73,2
1 Intro,11.0,13.5,38,5
1 Intro,11.0,19.4,38,5
1 Intro,12.0,18.5,62,3
1 Intro,12.0,12.9,44,4
1 Intro,12.0,12.3,44,4
1 Intro,2.0,25.1,193,3
1 Intro,12.0,16.6,62,3
1 Intro,12.0,16.6,48,3
1 Intro,12.0,20.0,65,1
1 Intro,2.0,14.7,30,4
1 Intro,2.0,7.9,14,6
1 Intro,2.0,18.4,43,3
1 Intro,3.0,12.9,94,5
1 Intro,3.0,13.1,86,5
1 Intro,3.0,29.5,106,2
1 Intro,3.0,13.6,96,2
1 Intro,3.0,15.4,98,3
1 Intro,3.0,20.4,118,2
1 Intro,3.0,8.2,14,6
7 CFI Std,1.0,14.4,53,1
