Person Id,Course Short Name,Course Start Date,Course End Date,Course Flight Hours,E2E Course Days
622610,2 Private,07/08/2019,11/05/2020,115.0,486
622611,1 Intro,07/08/2019,07/23/2019,7.3,15
622611,3 Inst,07/24/2019,10/20/2019,51.6,88
622611,4 Com Sgl,10/24/2019,09/14/2020,133.9,326
622611,5 Com Mul,06/01/2021,08/07/2021,24.3,67
622611,6 CFI,12/07/2020,04/10/2021,22.5,124
622611,8 CFII,04/10/2021,06/01/2021,19.5,52
622614,1 Intro,07/08/2019,07/25/2019,13.5,17
622614,3 Inst,07/26/2019,05/26/2020,73.7,305
622615,2 Private,07/08/2019,09/19/2019,49.8,73
622615,3 Inst,10/07/2019,06/01/2020,78.3,238
622615,4 Com Sgl,04/02/2020,09/24/2020,108.5,175
622615,5 Com Mul,08/18/2021,10/27/2021,32.2,70
622615,6 CFI,12/07/2020,05/19/2021,24.6,163
622615,8 CFII,05/20/2021,08/24/2021,22.6,96
622616,2 Private,07/08/2019,11/12/2019,77.1,127
622616,3 Inst,11/15/2019,03/04/2020,54.1,110
622616,4 Com Sgl,03/07/2020,10/24/2020,123.2,231
622616,5 Com Mul,11/02/2020,12/04/2020,21.1,32
622616,6 CFI,12/07/2020,03/23/2021,20.9,106
622616,8 CFII,03/24/2021,04/28/2021,11.4,35
622617,2 Private,07/08/2019,10/28/2019,68.7,112
622617,3 Inst,11/05/2019,03/29/2021,64.6,510
622617,4 Com Sgl,03/31/2021,07/19/2021,134.3,110
622618,2 Private,07/08/2019,11/25/2019,77.2,140
622618,3 Inst,12/13/2019,05/18/2020,49.0,157
622618,4 Com Sgl,04/02/2020,11/12/2020,118.8,224
622618,5 Com Mul,11/13/2020,02/02/2021,20.8,81
622618,6 CFI,02/08/2021,07/19/2021,23.9,161
622619,2 Private,07/08/2019,09/30/2019,51.3,84
622619,3 Inst,10/25/2019,01/16/2020,49.9,83
622619,4 Com Sgl,02/04/2020,07/21/2020,123.5,168
622619,5 Com Mul,08/03/2020,03/17/2021,20.3,226
622619,6 CFI,08/03/2020,09/20/2020,17.6,48
622619,8 CFII,11/03/2020,04/19/2021,6.8,167
622621,2 Private,07/08/2019,11/17/2019,67.4,132
622621,3 Inst,12/11/2019,08/20/2020,60.4,253
622621,4 Com Sgl,08/28/2020,03/12/2021,115.6,196
622621,5 Com Mul,03/16/2021,04/26/2021,18.9,41
622621,6 CFI,05/03/2021,09/02/2021,27.7,122
622621,8 CFII,08/20/2021,09/26/2021,18.5,37
622622,1 Intro,07/08/2019,07/19/2019,8.9,11
622622,3 Inst,07/21/2019,10/23/2019,54.9,94
622622,4 Com Sgl,11/01/2019,02/14/2020,118.6,105
622622,5 Com Mul,10/29/2020,01/12/2021,24.1,75
622622,6 CFI,01/17/2020,06/25/2020,22.8,160
622622,8 CFII,07/01/2020,09/08/2020,7.1,69
622624,2 Private,07/08/2019,08/26/2020,100.1,415
622624,3 Inst,09/25/2020,05/13/2021,33.2,230
622624,4 Com Sgl,05/14/2021,10/27/2021,126.8,166
622631,1 Intro,07/08/2019,07/16/2019,7.1,8
622631,3 Inst,07/16/2019,09/23/2019,54.7,69
622631,4 Com Sgl,10/08/2019,02/23/2020,120.3,138
622631,5 Com Mul,03/05/2020,06/20/2020,18.8,107
622631,6 CFI,03/16/2020,08/25/2020,18.3,162
622631,8 CFII,09/01/2020,10/06/2020,7.4,35
622632,1 Intro,07/08/2019,07/16/2019,6.7,8
622632,3 Inst,07/16/2019,11/10/2019,52.2,117
622632,4 Com Sgl,11/14/2019,09/18/2020,108.8,309
622632,5 Com Mul,09/24/2021,11/10/2021,18.8,47
622632,6 CFI,03/31/2021,06/29/2021,24.6,90
622632,8 CFII,06/30/2021,09/23/2021,17.8,85
622635,2 Private,07/08/2019,01/22/2020,71.5,198
622635,3 Inst,02/19/2020,07/27/2020,43.9,159
622635,4 Com Sgl,08/14/2020,04/06/2021,115.0,235
622635,5 Com Mul,04/12/2021,07/17/2021,42.4,96
635188,1 Intro,08/06/2019,08/24/2019,12.0,18
635188,3 Inst,08/25/2019,12/24/2019,68.3,121
635188,4 Com Sgl,01/22/2020,10/09/2020,108.4,261
635188,5 Com Mul,04/20/2021,07/16/2021,15.9,87
635188,6 CFI,11/02/2020,02/21/2021,26.8,111
635188,8 CFII,02/22/2021,04/15/2021,13.8,52
635190,2 Private,08/06/2019,01/02/2020,66.8,149
635190,3 Inst,02/19/2020,09/11/2020,62.1,205
635190,4 Com Sgl,09/22/2020,03/14/2021,131.6,173
635190,6 CFI,04/05/2021,08/16/2021,35.5,133
635190,8 CFII,07/14/2021,10/01/2021,24.3,79
635191,2 Private,08/06/2019,02/28/2020,64.2,206
635191,3 Inst,03/23/2020,02/10/2021,60.0,324
635193,1 Intro,08/06/2019,08/19/2019,8.1,13
635193,3 Inst,08/19/2019,11/02/2019,56.0,75
635193,4 Com Sgl,11/09/2019,06/18/2020,118.0,222
635193,5 Com Mul,07/01/2020,03/22/2021,15.0,264
635193,6 CFI,08/03/2020,10/13/2020,36.6,71
635193,8 CFII,03/15/2021,04/27/2021,10.0,43
635194,2 Private,08/06/2019,06/05/2020,100.4,304
635194,3 Inst,04/06/2020,09/25/2020,35.0,172
635194,4 Com Sgl,09/30/2020,05/17/2021,123.8,229
635196,2 Private,08/06/2019,11/25/2019,72.0,111
635196,3 Inst,12/12/2019,06/26/2020,43.3,197
635196,4 Com Sgl,07/10/2020,11/21/2020,110.8,134
635196,5 Com Mul,04/12/2021,07/23/2021,20.8,102
635196,6 CFI,12/07/2020,03/08/2021,21.7,91
635196,8 CFII,03/09/2021,04/27/2021,12.2,49
635197,2 Private,08/06/2019,05/28/2020,101.7,296
635198,2 Private,08/06/2019,07/29/2020,100.6,358
635198,3 Inst,08/13/2020,03/01/2021,41.6,200
635198,4 Com Sgl,03/04/2021,10/19/2021,140.0,229
635200,2 Private,08/06/2019,02/15/2020,76.4,193
635200,3 Inst,03/02/2020,11/12/2020,53.7,255
635200,4 Com Sgl,11/13/2020,08/23/2021,133.1,283
635202,2 Private,08/06/2019,07/20/2020,86.0,349
635202,3 Inst,04/02/2020,11/18/2020,43.4,230
635202,4 Com Sgl,11/24/2020,07/14/2021,117.7,232
635203,2 Private,08/06/2019,02/06/2020,68.9,184
635203,3 Inst,03/05/2020,08/13/2020,42.9,161
635203,4 Com Sgl,08/19/2020,02/11/2021,108.8,176
635203,6 CFI,03/08/2021,09/24/2021,36.8,200
635205,1 Intro,08/06/2019,09/25/2019,51.1,50
635205,3 Inst,09/25/2019,07/13/2020,81.3,292
635205,4 Com Sgl,07/31/2020,12/22/2020,135.3,144
635372,2 Private,08/06/2019,08/05/2020,107.7,365
635372,3 Inst,09/14/2020,12/22/2020,42.3,99
635372,4 Com Sgl,12/28/2020,05/27/2021,138.9,150
635373,1 Intro,08/06/2019,08/21/2019,12.0,15
635373,5 Com Mul,07/21/2021,10/01/2021,17.2,72
635373,6 CFI,02/03/2020,09/22/2020,22.5,232
635373,8 CFII,10/29/2020,04/28/2021,13.3,181
635375,2 Private,08/06/2019,07/29/2020,94.7,358
635375,3 Inst,08/14/2020,07/03/2021,61.5,323
635376,2 Private,08/06/2019,07/13/2020,97.5,342
635377,2 Private,08/06/2019,12/28/2019,61.0,144
635377,3 Inst,01/08/2020,09/14/2020,47.5,250
635377,4 Com Sgl,11/03/2020,05/12/2021,118.5,190
635378,2 Private,08/06/2019,12/22/2019,69.5,138
635378,3 Inst,12/23/2019,07/13/2020,53.6,203
635378,4 Com Sgl,07/27/2020,01/28/2021,127.8,185
635378,5 Com Mul,02/05/2021,03/28/2021,26.8,51
635378,6 CFI,03/08/2021,08/03/2021,43.5,148
635378,8 CFII,08/04/2021,09/03/2021,22.6,30
635379,1 Intro,08/06/2019,08/16/2019,8.3,10
635379,3 Inst,08/16/2019,01/02/2020,61.1,139
635379,4 Com Sgl,02/15/2020,11/10/2020,117.8,269
635379,5 Com Mul,12/07/2020,09/26/2021,28.8,293
635379,6 CFI,01/05/2021,08/02/2021,35.8,209
635382,2 Private,08/06/2019,09/16/2020,107.7,407
635383,2 Private,08/06/2019,02/20/2020,76.5,198
635383,3 Inst,03/05/2020,11/02/2020,39.1,242
635383,4 Com Sgl,11/12/2020,09/09/2021,133.3,301
635386,1 Intro,08/06/2019,08/30/2019,16.7,24
635386,4 Com Sgl,09/04/2019,05/26/2020,146.7,265
635386,5 Com Mul,04/09/2021,05/27/2021,18.4,48
635386,6 CFI,06/19/2020,10/14/2020,23.1,117
635386,8 CFII,12/07/2020,03/30/2021,12.2,113
635390,2 Private,08/06/2019,05/27/2020,94.0,295
635390,3 Inst,04/06/2020,10/30/2020,41.0,207
635390,4 Com Sgl,11/09/2020,09/09/2021,133.0,304
635392,1 Intro,08/06/2019,10/08/2019,21.0,63
635392,5 Com Mul,10/01/2020,12/18/2020,17.5,78
635392,8 CFII,06/08/2020,07/02/2020,7.4,24
635393,2 Private,08/06/2019,02/06/2020,69.4,184
635393,3 Inst,02/21/2020,09/22/2020,47.3,214
635394,2 Private,08/06/2019,06/16/2020,88.9,315
635394,3 Inst,04/06/2020,11/03/2020,38.2,211
635394,4 Com Sgl,11/12/2020,08/24/2021,122.8,285
635395,2 Private,08/06/2019,07/15/2020,75.2,344
635395,3 Inst,08/13/2020,05/19/2021,57.6,279
635396,2 Private,08/06/2019,07/13/2020,97.8,342
635396,3 Inst,07/24/2020,10/14/2020,33.0,82
635396,4 Com Sgl,10/16/2020,03/23/2021,108.8,158
635396,6 CFI,04/05/2021,10/19/2021,47.1,197
635398,2 Private,08/06/2019,05/30/2020,83.2,298
635398,3 Inst,04/02/2020,12/10/2020,31.8,252
635398,4 Com Sgl,12/18/2020,08/06/2021,111.6,231
635398,5 Com Mul,08/10/2021,09/13/2021,26.1,34
635399,1 Intro,08/06/2019,09/04/2019,15.8,29
635399,3 Inst,09/05/2019,08/13/2020,83.1,343
635400,1 Intro,08/06/2019,08/29/2019,15.4,23
635400,3 Inst,08/30/2019,03/01/2020,76.8,184
635400,4 Com Sgl,04/02/2020,12/05/2020,133.2,247
635401,2 Private,08/06/2019,02/17/2020,78.6,195
635401,3 Inst,03/16/2020,09/15/2020,44.2,183
635401,4 Com Sgl,10/07/2020,04/02/2021,108.3,177
635401,5 Com Mul,08/09/2021,09/14/2021,17.9,36
635401,6 CFI,04/05/2021,08/07/2021,46.0,124
635401,8 CFII,09/15/2021,10/18/2021,19.9,33
635403,2 Private,08/06/2019,02/12/2020,81.4,190
635403,3 Inst,02/21/2020,08/12/2020,53.8,173
635403,4 Com Sgl,08/21/2020,01/13/2021,137.4,145
635403,5 Com Mul,06/04/2021,08/08/2021,23.3,65
635403,6 CFI,01/05/2021,04/22/2021,30.2,107
635403,8 CFII,04/23/2021,06/03/2021,15.2,41
637032,2 Private,08/05/2019,06/03/2020,59.3,303
637032,3 Inst,04/02/2020,10/06/2020,32.8,187
637032,4 Com Sgl,10/14/2020,05/11/2021,120.4,209
637099,1 Intro,08/05/2019,10/07/2019,20.3,63
642388,1 Intro,09/09/2019,10/12/2019,17.4,33
642388,3 Inst,10/12/2019,06/01/2020,60.1,233
642388,4 Com Sgl,04/02/2020,11/23/2020,130.4,235
642388,5 Com Mul,11/24/2020,02/17/2021,19.6,85
642388,6 CFI,02/08/2021,05/25/2021,31.6,106
642388,8 CFII,05/26/2021,08/03/2021,26.3,69
642389,2 Private,09/09/2019,07/03/2020,83.9,298
642389,3 Inst,04/06/2020,07/09/2021,53.0,459
642390,1 Intro,09/09/2019,10/03/2019,20.8,24
642390,3 Inst,10/03/2019,12/12/2019,46.6,70
642390,4 Com Sgl,12/23/2019,07/14/2020,132.4,204
642390,5 Com Mul,12/15/2020,02/04/2021,17.5,51
642390,6 CFI,08/31/2020,11/03/2020,17.8,64
642390,8 CFII,11/04/2020,12/15/2020,12.2,41
642391,2 Private,09/09/2019,03/12/2021,128.9,550
642393,2 Private,09/09/2019,01/26/2020,62.1,139
642393,3 Inst,02/12/2020,07/30/2020,35.9,169
642396,1 Intro,09/09/2019,10/01/2019,17.2,22
642396,3 Inst,10/01/2019,12/28/2019,60.5,88
642396,4 Com Sgl,01/09/2020,07/11/2020,114.5,184
642396,5 Com Mul,12/07/2020,03/02/2021,14.5,85
642396,6 CFI,07/20/2020,09/24/2020,18.3,66
642396,8 CFII,10/08/2020,11/02/2020,13.7,25
642397,1 Intro,09/09/2019,10/15/2019,22.0,36
642398,2 Private,09/09/2019,06/16/2020,81.5,281
642398,3 Inst,04/06/2020,10/03/2020,34.2,180
642398,4 Com Sgl,10/14/2020,05/07/2021,125.0,205
642398,5 Com Mul,05/12/2021,07/16/2021,29.1,65
642398,6 CFI,06/09/2021,11/03/2021,30.4,147
642399,1 Intro,09/09/2019,09/27/2019,11.0,18
642399,3 Inst,09/27/2019,06/16/2020,59.2,263
642399,4 Com Sgl,04/06/2020,10/17/2020,110.1,194
642399,5 Com Mul,10/30/2020,11/28/2020,15.5,29
642399,6 CFI,12/07/2020,04/04/2021,27.5,118
642399,8 CFII,04/05/2021,05/21/2021,20.7,46
642400,2 Private,09/09/2019,03/16/2020,70.4,189
642400,3 Inst,03/24/2020,08/24/2020,55.6,153
642400,4 Com Sgl,09/11/2020,11/17/2020,126.3,67
642400,5 Com Mul,04/20/2021,07/26/2021,21.1,97
642400,6 CFI,12/07/2020,03/03/2021,26.4,86
642400,8 CFII,03/04/2021,04/15/2021,11.5,42
642401,2 Private,09/09/2019,06/21/2020,99.9,286
642403,2 Private,09/09/2019,07/20/2020,99.7,315
642403,3 Inst,08/04/2020,02/11/2021,51.7,191
642403,4 Com Sgl,02/11/2021,11/09/2021,146.0,271
642408,2 Private,09/09/2019,01/19/2021,110.7,498
642408,3 Inst,01/21/2021,05/07/2021,37.2,106
642410,2 Private,09/09/2019,07/06/2020,79.6,301
642410,3 Inst,07/13/2020,10/22/2020,35.8,101
642410,4 Com Sgl,10/27/2020,05/22/2021,122.2,207
642410,5 Com Mul,08/28/2021,11/04/2021,17.1,68
642412,2 Private,09/09/2019,06/12/2020,80.4,277
642413,2 Private,09/09/2019,07/27/2020,94.8,322
642413,3 Inst,08/08/2020,12/11/2020,38.8,125
642413,4 Com Sgl,12/16/2020,08/17/2021,142.3,244
642415,1 Intro,09/09/2019,10/07/2019,17.0,28
642415,3 Inst,10/07/2019,10/07/2020,78.3,366
642416,2 Private,09/09/2019,01/20/2020,58.9,133
642416,3 Inst,01/20/2020,08/12/2020,54.4,205
642416,4 Com Sgl,09/07/2020,07/23/2021,116.4,319
642416,5 Com Mul,07/29/2021,08/12/2021,25.8,14
642418,1 Intro,09/09/2019,09/28/2019,9.6,19
642418,3 Inst,09/30/2019,07/01/2020,60.8,275
642418,4 Com Sgl,07/30/2020,11/24/2020,137.5,117
642418,5 Com Mul,05/19/2021,08/14/2021,23.1,87
642418,6 CFI,12/07/2020,03/02/2021,17.4,85
642418,8 CFII,03/03/2021,05/18/2021,22.1,76
642419,2 Private,09/09/2019,07/05/2020,82.8,300
642419,3 Inst,07/15/2020,10/18/2020,31.7,95
642419,4 Com Sgl,10/22/2020,04/23/2021,121.8,183
642419,6 CFI,05/03/2021,10/16/2021,31.4,166
642421,1 Intro,09/09/2019,10/03/2019,15.4,24
642421,3 Inst,10/04/2019,05/24/2020,74.0,233
642421,4 Com Sgl,04/06/2020,06/29/2021,141.5,449
642422,1 Intro,09/09/2019,10/02/2019,10.1,23
642424,1 Intro,09/09/2019,10/16/2019,25.1,37
642424,4 Com Sgl,10/17/2019,01/13/2020,123.1,88
642424,5 Com Mul,11/03/2020,01/12/2021,16.1,70
642424,6 CFI,01/17/2020,05/28/2020,16.8,132
642424,8 CFII,06/24/2020,08/02/2020,7.9,39
642424,9 MEI,01/13/2021,02/03/2021,13.8,21
642425,2 Private,09/09/2019,07/29/2020,105.4,324
642425,3 Inst,08/21/2020,12/02/2020,48.9,103
642425,4 Com Sgl,12/08/2020,07/25/2021,133.1,229
642426,2 Private,09/09/2019,01/21/2021,99.7,500
654838,1 Intro,10/07/2019,11/06/2019,11.7,30
654838,3 Inst,11/07/2019,09/16/2020,70.8,314
654838,4 Com Sgl,11/12/2020,08/01/2021,125.1,262
654839,1 Intro,10/07/2019,11/01/2019,10.5,25
654839,3 Inst,11/01/2019,05/29/2020,53.9,210
654839,4 Com Sgl,04/02/2020,10/08/2020,112.6,189
654839,5 Com Mul,03/15/2021,05/02/2021,18.7,48
654839,6 CFI,11/02/2020,01/19/2021,18.2,78
654839,8 CFII,01/20/2021,03/10/2021,10.3,49
654841,1 Intro,10/07/2019,10/19/2019,7.5,12
654841,3 Inst,10/21/2019,05/27/2020,60.5,219
654841,4 Com Sgl,04/06/2020,12/11/2020,129.4,249
654841,5 Com Mul,12/15/2020,09/04/2021,21.4,263
654841,6 CFI,01/05/2021,07/20/2021,36.3,196
654841,8 CFII,06/03/2021,08/17/2021,17.2,75
654844,1 Intro,10/07/2019,11/15/2019,27.7,39
654847,1 Intro,10/07/2019,10/27/2019,9.0,20
654847,3 Inst,10/28/2019,02/19/2020,53.2,114
654847,4 Com Sgl,02/27/2020,10/02/2020,127.3,218
654847,5 Com Mul,05/19/2021,07/18/2021,13.4,60
654847,6 CFI,11/02/2020,02/20/2021,19.1,110
654847,8 CFII,02/21/2021,05/18/2021,21.8,86
654850,2 Private,10/07/2019,07/01/2020,60.3,268
654850,3 Inst,07/20/2020,11/03/2020,51.5,106
654852,2 Private,10/07/2019,05/26/2020,74.2,232
654852,3 Inst,04/02/2020,08/17/2020,30.8,137
654852,4 Com Sgl,09/24/2020,04/07/2021,119.0,195
654852,5 Com Mul,04/12/2021,06/05/2021,23.2,54
654852,6 CFI,06/09/2021,09/13/2021,20.3,96
654853,2 Private,10/07/2019,07/29/2020,74.3,296
654853,3 Inst,08/25/2020,12/03/2020,41.2,100
654853,4 Com Sgl,12/04/2020,04/28/2021,110.8,145
654853,6 CFI,05/03/2021,09/23/2021,29.3,143
654854,2 Private,10/07/2019,08/31/2020,99.8,329
654854,3 Inst,09/24/2020,04/13/2021,55.3,201
654856,2 Private,10/07/2019,06/05/2020,78.1,242
654856,3 Inst,04/02/2020,08/27/2020,29.8,147
654856,4 Com Sgl,09/23/2020,03/25/2021,106.7,183
654856,5 Com Mul,09/23/2021,11/05/2021,22.8,43
654856,6 CFI,04/05/2021,09/01/2021,33.7,149
654856,8 CFII,09/03/2021,09/28/2021,19.9,25
654859,2 Private,10/07/2019,06/03/2020,71.8,240
654859,3 Inst,04/06/2020,11/12/2020,43.8,220
654859,4 Com Sgl,11/17/2020,09/09/2021,125.1,296
654860,2 Private,10/07/2019,05/23/2020,71.1,229
654860,3 Inst,04/06/2020,01/12/2021,56.4,281
654860,4 Com Sgl,01/13/2021,08/05/2021,128.4,204
654861,2 Private,10/07/2019,09/23/2020,91.0,352
654861,3 Inst,11/12/2020,04/17/2021,30.6,156
654861,4 Com Sgl,04/19/2021,09/17/2021,130.8,151
654862,1 Intro,10/07/2019,11/03/2019,15.5,27
654862,3 Inst,11/04/2019,05/23/2020,47.1,201
654862,4 Com Sgl,04/06/2020,10/16/2020,116.7,193
654862,5 Com Mul,10/21/2020,12/11/2020,18.2,51
654862,6 CFI,12/07/2020,06/22/2021,41.3,197
654862,8 CFII,06/23/2021,08/03/2021,16.3,41
654863,2 Private,10/07/2019,06/15/2020,68.1,252
654863,3 Inst,04/02/2020,12/03/2020,50.5,245
654863,4 Com Sgl,12/04/2020,06/28/2021,116.3,206
654864,1 Intro,10/07/2019,11/16/2019,19.9,40
654864,3 Inst,11/18/2019,12/09/2020,87.5,387
654864,4 Com Sgl,12/10/2020,06/29/2021,124.6,201
654865,1 Intro,10/07/2019,11/08/2019,14.2,32
654865,3 Inst,11/08/2019,05/19/2020,52.5,193
654865,4 Com Sgl,04/02/2020,08/25/2020,121.8,145
654865,5 Com Mul,02/18/2021,04/18/2021,19.9,59
654865,6 CFI,10/05/2020,12/04/2020,19.2,60
654865,8 CFII,12/07/2020,02/17/2021,12.0,72
654869,2 Private,10/07/2019,06/17/2020,78.7,254
654869,3 Inst,07/07/2020,11/28/2020,47.7,144
654869,4 Com Sgl,11/30/2020,05/29/2021,111.1,180
654871,2 Private,10/07/2019,08/14/2020,104.4,312
654871,3 Inst,08/24/2020,11/21/2020,46.9,89
654871,4 Com Sgl,11/24/2020,08/07/2021,117.9,256
654871,5 Com Mul,08/12/2021,09/24/2021,26.5,43
654872,2 Private,10/07/2019,06/06/2020,72.4,243
654872,3 Inst,04/02/2020,09/23/2020,57.6,174
654876,2 Private,10/07/2019,08/05/2020,98.1,303
654876,3 Inst,08/26/2020,05/10/2021,54.9,257
654878,2 Private,10/07/2019,02/26/2021,74.9,508
654878,3 Inst,03/01/2021,05/15/2021,37.4,75
654878,4 Com Sgl,05/17/2021,10/09/2021,134.2,145
654881,2 Private,11/27/2019,07/03/2020,63.4,219
654881,3 Inst,07/24/2020,10/08/2020,48.3,76
654881,4 Com Sgl,10/14/2020,03/07/2021,111.5,144
654881,5 Com Mul,03/10/2021,05/12/2021,24.0,63
654881,6 CFI,04/05/2021,08/17/2021,28.8,134
654881,8 CFII,08/02/2021,09/10/2021,19.5,39
654883,2 Private,10/07/2019,07/27/2020,72.4,294
654883,3 Inst,08/06/2020,11/28/2020,37.7,114
654883,4 Com Sgl,11/30/2020,05/06/2021,122.8,157
662355,8 CFII,12/02/2019,02/16/2020,10.0,76
663348,1 Intro,11/05/2019,12/12/2019,12.0,37
663348,3 Inst,12/12/2019,11/14/2020,58.6,338
663348,4 Com Sgl,11/17/2020,08/15/2021,129.7,271
663350,1 Intro,11/05/2019,12/15/2019,22.3,40
663350,3 Inst,12/15/2019,06/24/2020,47.6,192
663350,4 Com Sgl,07/08/2020,12/03/2020,124.8,148
663350,5 Com Mul,12/07/2020,09/01/2021,39.2,268
663350,6 CFI,01/05/2021,06/23/2021,36.6,169
663350,8 CFII,07/29/2021,09/28/2021,18.8,61
663353,1 Intro,11/05/2019,01/17/2020,25.6,73
663353,3 Inst,01/17/2020,11/05/2020,58.6,293
663354,1 Intro,11/05/2019,12/13/2019,13.5,38
663354,3 Inst,12/14/2019,08/24/2020,63.1,254
663354,4 Com Sgl,09/29/2020,05/12/2021,133.2,225
663354,5 Com Mul,05/14/2021,07/17/2021,19.5,64
663354,6 CFI,06/09/2021,10/01/2021,31.9,114
663355,1 Intro,11/05/2019,12/13/2019,19.4,38
663355,3 Inst,12/14/2019,11/12/2020,65.3,334
663355,4 Com Sgl,11/13/2020,05/05/2021,116.0,173
663355,6 CFI,06/09/2021,09/01/2021,27.7,84
663355,8 CFII,08/23/2021,10/20/2021,25.9,58
663356,2 Private,11/05/2019,06/26/2020,74.0,234
663356,3 Inst,07/10/2020,12/26/2020,49.6,169
663356,4 Com Sgl,12/28/2020,05/27/2021,128.4,150
663357,2 Private,11/05/2019,09/15/2020,95.5,315
663357,3 Inst,10/23/2020,04/02/2021,44.8,161
663357,4 Com Sgl,04/05/2021,07/02/2021,129.3,88
663357,6 CFI,07/12/2021,11/08/2021,44.6,119
663359,2 Private,11/05/2019,06/14/2020,84.5,222
663359,3 Inst,07/01/2020,11/16/2020,56.1,138
663359,4 Com Sgl,11/17/2020,06/22/2021,126.8,217
663359,6 CFI,07/12/2021,10/26/2021,19.5,106
663362,2 Private,11/05/2019,05/28/2020,75.0,205
663362,3 Inst,04/06/2020,10/11/2020,42.2,188
663362,4 Com Sgl,10/14/2020,06/16/2021,145.1,245
663363,2 Private,11/05/2019,09/09/2020,87.0,309
663363,3 Inst,10/05/2020,05/10/2021,45.5,217
663364,2 Private,11/05/2019,06/17/2020,74.0,225
663364,3 Inst,04/06/2020,10/01/2020,31.4,178
663364,4 Com Sgl,10/14/2020,04/06/2021,125.8,174
663364,5 Com Mul,04/12/2021,05/08/2021,17.3,26
663364,6 CFI,05/03/2021,09/08/2021,32.3,128
663364,8 CFII,09/09/2021,10/20/2021,19.4,41
663365,2 Private,11/05/2019,06/15/2020,77.7,223
663365,3 Inst,07/01/2020,12/01/2020,42.0,153
663365,4 Com Sgl,12/09/2020,07/15/2021,115.4,218
663367,2 Private,11/05/2019,11/07/2020,98.0,368
663367,3 Inst,04/02/2020,07/01/2021,50.8,455
663369,2 Private,11/05/2019,07/02/2020,78.4,240
663369,3 Inst,07/21/2020,10/29/2020,46.9,100
663369,4 Com Sgl,11/09/2020,04/23/2021,123.0,165
663369,6 CFI,05/03/2021,08/25/2021,17.0,114
663371,2 Private,11/05/2019,05/23/2020,67.8,200
663371,3 Inst,04/02/2020,10/13/2020,45.7,194
663374,3 Inst,04/06/2020,08/20/2020,39.3,136
663374,4 Com Sgl,09/18/2020,07/09/2021,126.5,294
663374,5 Com Mul,07/16/2021,08/24/2021,27.8,39
674208,1 Intro,12/17/2019,02/17/2020,18.5,62
674208,6 CFI,02/03/2020,06/26/2020,17.2,144
674208,8 CFII,07/01/2020,09/03/2020,11.3,64
674209,1 Intro,12/17/2019,01/30/2020,12.9,44
674209,5 Com Mul,02/24/2021,07/15/2021,23.3,141
674209,6 CFI,02/03/2020,06/26/2020,26.0,144
674209,8 CFII,10/29/2020,02/23/2021,11.8,117
674210,1 Intro,12/17/2019,01/30/2020,12.3,44
674210,5 Com Mul,02/01/2021,04/14/2021,16.1,72
674210,6 CFI,01/31/2020,06/15/2020,16.1,136
674210,8 CFII,08/01/2020,09/08/2020,12.0,38
674211,1 Intro,02/03/2020,08/14/2020,25.1,193
674211,3 Inst,08/14/2020,05/01/2021,60.7,260
674211,4 Com Sgl,05/03/2021,11/09/2021,159.0,190
674212,1 Intro,12/17/2019,02/17/2020,16.6,62
674212,3 Inst,02/18/2020,09/02/2020,51.6,197
674212,4 Com Sgl,09/30/2020,09/18/2021,133.0,353
674214,1 Intro,12/17/2019,02/03/2020,16.6,48
674214,3 Inst,02/03/2020,08/05/2020,54.7,184
674214,4 Com Sgl,08/25/2020,06/22/2021,138.0,301
674215,2 Private,12/17/2019,10/01/2020,65.4,289
674215,3 Inst,10/14/2020,05/01/2021,35.7,199
674217,2 Private,12/17/2019,09/21/2020,63.8,279
674217,3 Inst,09/30/2020,02/16/2021,34.1,139
674219,2 Private,12/17/2019,08/24/2020,63.0,251
674219,3 Inst,09/17/2020,12/04/2020,33.2,78
674219,4 Com Sgl,12/04/2020,03/29/2021,111.7,115
674219,5 Com Mul,06/14/2021,07/14/2021,14.4,30
674219,6 CFI,04/05/2021,08/04/2021,33.3,121
674219,8 CFII,08/05/2021,08/27/2021,11.9,22
674221,2 Private,12/17/2019,07/20/2021,102.3,581
674225,2 Private,12/17/2019,11/02/2020,71.7,321
674225,3 Inst,11/12/2020,03/12/2021,39.4,120
674225,4 Com Sgl,03/15/2021,08/13/2021,124.8,151
674226,2 Private,12/17/2019,08/26/2020,98.9,253
674226,3 Inst,09/25/2020,02/12/2021,54.9,140
674226,4 Com Sgl,02/15/2021,07/17/2021,113.9,152
674226,5 Com Mul,07/23/2021,08/28/2021,26.2,36
674227,2 Private,12/17/2019,08/10/2020,71.8,237
674227,3 Inst,09/16/2020,01/07/2021,46.9,113
674227,4 Com Sgl,01/08/2021,05/22/2021,130.9,134
674227,6 CFI,06/09/2021,10/16/2021,27.6,129
674229,2 Private,12/17/2019,09/25/2020,88.3,283
674229,3 Inst,11/13/2020,04/15/2021,44.8,153
674230,2 Private,12/17/2019,07/24/2021,106.5,585
674231,2 Private,12/17/2019,04/07/2021,100.5,477
674233,2 Private,12/17/2019,08/31/2020,100.9,258
674233,3 Inst,10/19/2020,02/21/2021,50.4,125
674233,4 Com Sgl,02/22/2021,08/06/2021,162.5,165
674234,2 Private,01/09/2020,06/19/2020,63.3,162
674234,3 Inst,07/03/2020,08/31/2020,33.0,59
